worker,problem,example,row,col,posterior,response_time
A2R75YFKVALBXE,33,1,2,3,0.17,5743
A2R75YFKVALBXE,33,2,5,4,0.71,9911
A2R75YFKVALBXE,38,1,4,5,0.49,39420
A2R75YFKVALBXE,38,2,6,3,0.82,29073
A2R75YFKVALBXE,18,1,1,4,0.24,11180
A2R75YFKVALBXE,18,2,6,3,0.46,7158
A2R75YFKVALBXE,18,3,5,2,0.57,2670
A2R75YFKVALBXE,18,4,2,5,0.78,3508
A2R75YFKVALBXE,34,1,5,2,0.46,46225
A2R75YFKVALBXE,34,2,5,5,0.46,8654
A2R75YFKVALBXE,34,3,5,1,0.63,18749
A2R75YFKVALBXE,34,4,5,6,0.78,2878
A2R75YFKVALBXE,25,1,2,3,0.22,9397
A2R75YFKVALBXE,25,2,5,4,0.48,4700
A2R75YFKVALBXE,25,3,3,1,0.66,3538
A2R75YFKVALBXE,25,4,4,6,0.79,3029
A2R75YFKVALBXE,23,1,5,4,0.3,16959
A2R75YFKVALBXE,23,2,2,2,0.49,11085
A2R75YFKVALBXE,23,3,1,5,0.49,31004
A2R75YFKVALBXE,23,4,2,5,0.76,2726
A2R75YFKVALBXE,15,1,3,2,0.5,7977
A2R75YFKVALBXE,15,2,5,4,0.77,6326
A2R75YFKVALBXE,31,1,5,4,0.32,12433
A2R75YFKVALBXE,31,2,5,6,0.64,47637
A2R75YFKVALBXE,39,1,1,2,0.47,14762
A2R75YFKVALBXE,39,2,6,5,0.88,19471
A2R75YFKVALBXE,14,1,3,3,0.2,23575
A2R75YFKVALBXE,14,2,4,4,0.2,4454
A2R75YFKVALBXE,14,3,4,3,0.48,2803
A2R75YFKVALBXE,14,4,3,4,0.76,3553
A2R75YFKVALBXE,10,1,4,6,0.47,46877
A2R75YFKVALBXE,10,2,2,2,0.47,34592
A2R75YFKVALBXE,10,3,5,3,0.66,50446
A2R75YFKVALBXE,10,4,6,2,0.82,13254
A2R75YFKVALBXE,40,1,1,1,0.32,9193
A2R75YFKVALBXE,40,2,3,3,0.49,3202
A2R75YFKVALBXE,40,3,4,4,0.47,6813
A2R75YFKVALBXE,40,4,6,6,0.77,2976
A2R75YFKVALBXE,3,1,3,3,0.2,8709
A2R75YFKVALBXE,3,2,4,4,0.76,3271
A2R75YFKVALBXE,11,1,2,3,0.49,11850
A2R75YFKVALBXE,11,2,6,6,0.98,5635
A2R75YFKVALBXE,30,1,5,2,0.48,12556
A2R75YFKVALBXE,30,2,5,4,0.75,8937
A2R75YFKVALBXE,36,1,1,1,0.35,8269
A2R75YFKVALBXE,36,2,3,6,1,8238
A2R75YFKVALBXE,37,1,2,2,0.47,12451
A2R75YFKVALBXE,37,2,5,2,0.69,17871
A2R75YFKVALBXE,32,1,1,2,0.47,13449
A2R75YFKVALBXE,32,2,2,3,0.77,22513
A2R75YFKVALBXE,9,1,5,3,0.19,12344
A2R75YFKVALBXE,9,2,6,3,0.49,3455
A2R75YFKVALBXE,9,3,2,1,0.49,3809
A2R75YFKVALBXE,9,4,6,1,0.65,3299
A2R75YFKVALBXE,16,1,3,2,0.5,15173
A2R75YFKVALBXE,16,2,4,5,0.76,3039
A2R75YFKVALBXE,4,1,2,1,0.47,10334
A2R75YFKVALBXE,4,2,3,2,0.66,3417
A2R75YFKVALBXE,4,3,3,5,0.75,6614
A2R75YFKVALBXE,4,4,2,6,0.86,2635
A2R75YFKVALBXE,24,1,1,3,0.47,23868
A2R75YFKVALBXE,24,2,2,3,0.67,3932
A2R75YFKVALBXE,24,3,1,4,0.79,3308
A2R75YFKVALBXE,24,4,2,4,1,4827
A2R75YFKVALBXE,13,1,6,2,0.49,12258
A2R75YFKVALBXE,13,2,6,5,1,3143
A2R75YFKVALBXE,13,3,4,3,1,2913
A2R75YFKVALBXE,13,4,4,4,1,3279
A2R75YFKVALBXE,28,1,5,2,0.22,13516
A2R75YFKVALBXE,28,2,5,5,0.75,2844
ADI5IHCXMWDOT,14,1,3,3,0.16,6124
ADI5IHCXMWDOT,14,2,4,4,0.33,6500
ADI5IHCXMWDOT,14,3,3,4,0.42,2836
ADI5IHCXMWDOT,14,4,4,3,1,3742
ADI5IHCXMWDOT,3,1,3,4,0.16,12520
ADI5IHCXMWDOT,3,2,3,3,0.19,3134
ADI5IHCXMWDOT,3,3,4,3,0.31,2524
ADI5IHCXMWDOT,3,4,4,4,1,3122
ADI5IHCXMWDOT,32,1,2,3,0.13,15502
ADI5IHCXMWDOT,32,2,1,2,0.22,10554
ADI5IHCXMWDOT,32,3,2,4,0.51,11033
ADI5IHCXMWDOT,32,4,1,5,0.54,2807
ADI5IHCXMWDOT,24,1,5,4,0.22,17346
ADI5IHCXMWDOT,24,2,2,3,0.36,9665
ADI5IHCXMWDOT,33,1,3,3,0.18,11356
ADI5IHCXMWDOT,33,2,4,4,0.24,28114
ADI5IHCXMWDOT,7,1,2,5,0.19,5760
ADI5IHCXMWDOT,7,2,5,3,0.61,53700
ADI5IHCXMWDOT,9,1,2,2,0.16,60481
ADI5IHCXMWDOT,9,2,5,3,0.45,6828
ADI5IHCXMWDOT,19,1,6,3,0.47,17584
ADI5IHCXMWDOT,19,2,1,4,0.83,11202
ADI5IHCXMWDOT,19,3,3,6,0.96,24385
ADI5IHCXMWDOT,19,4,4,1,1,3033
ADI5IHCXMWDOT,37,1,6,1,0.11,56438
ADI5IHCXMWDOT,37,2,1,1,0.55,23847
ADI5IHCXMWDOT,37,3,2,5,0.81,2759
ADI5IHCXMWDOT,37,4,5,5,0.94,2609
ADI5IHCXMWDOT,39,1,2,2,0.63,38592
ADI5IHCXMWDOT,39,2,1,5,0.74,2687
ADI5IHCXMWDOT,39,3,2,5,0.86,2499
ADI5IHCXMWDOT,39,4,1,3,1,2459
ADI5IHCXMWDOT,34,1,2,2,0.19,26969
ADI5IHCXMWDOT,34,2,2,5,0.4,3055
ADI5IHCXMWDOT,34,3,3,5,0.85,9964
ADI5IHCXMWDOT,34,4,3,2,0.91,12635
ADI5IHCXMWDOT,38,1,3,4,0.64,14815
ADI5IHCXMWDOT,38,2,3,3,0.83,5165
ADI5IHCXMWDOT,5,1,5,1,0.42,11469
ADI5IHCXMWDOT,5,2,6,6,0.5,3604
ADI5IHCXMWDOT,25,1,2,4,0.35,7214
ADI5IHCXMWDOT,25,2,4,1,0.62,4935
ADI5IHCXMWDOT,25,3,3,1,0.79,2484
ADI5IHCXMWDOT,25,4,5,3,0.83,5078
ADI5IHCXMWDOT,31,1,2,2,0.18,7121
ADI5IHCXMWDOT,31,2,5,3,0.37,2889
ADI5IHCXMWDOT,31,3,5,4,0.61,3141
ADI5IHCXMWDOT,31,4,2,3,0.78,15714
ADI5IHCXMWDOT,35,1,2,2,0.26,15885
ADI5IHCXMWDOT,35,2,5,2,0.51,2374
ADI5IHCXMWDOT,35,3,2,5,0.76,2409
ADI5IHCXMWDOT,35,4,5,5,0.84,3010
ADI5IHCXMWDOT,22,1,3,3,0.25,6401
ADI5IHCXMWDOT,22,2,5,3,0.36,18067
ADI5IHCXMWDOT,22,3,2,4,0.67,3784
ADI5IHCXMWDOT,22,4,4,4,0.84,2781
ADI5IHCXMWDOT,27,1,3,2,0.2,6923
ADI5IHCXMWDOT,27,2,3,4,0.45,4161
ADI5IHCXMWDOT,30,1,4,2,0.16,10841
ADI5IHCXMWDOT,30,2,3,4,0.42,4741
ADI5IHCXMWDOT,30,3,5,4,0.68,6332
ADI5IHCXMWDOT,30,4,5,2,0.79,2317
ADI5IHCXMWDOT,6,1,2,3,0.17,37956
ADI5IHCXMWDOT,6,2,5,4,0.3,2637
ADI5IHCXMWDOT,6,3,3,5,0.6,3670
ADI5IHCXMWDOT,6,4,4,2,0.87,2585
ADI5IHCXMWDOT,36,1,3,3,0.27,29721
ADI5IHCXMWDOT,36,2,3,4,0.51,2268
ADI5IHCXMWDOT,36,3,3,6,0.83,2997
ADI5IHCXMWDOT,36,4,3,1,0.93,2570
ADI5IHCXMWDOT,28,1,5,2,0.22,14511
ADI5IHCXMWDOT,28,2,3,2,0.49,2332
ADI5IHCXMWDOT,28,3,3,5,0.67,2434
ADI5IHCXMWDOT,28,4,5,5,0.9,2562
ADI5IHCXMWDOT,40,1,1,1,0.7,30525
ADI5IHCXMWDOT,40,2,6,6,0.72,8505
ADI5IHCXMWDOT,26,1,3,2,0.34,7698
ADI5IHCXMWDOT,26,2,4,5,0.45,2483
ADI5IHCXMWDOT,4,1,2,1,0.57,10188
ADI5IHCXMWDOT,4,2,2,6,0.67,2896
ADI5IHCXMWDOT,10,1,6,4,0.57,27610
ADI5IHCXMWDOT,10,2,1,5,0.62,7703
ADI5IHCXMWDOT,13,1,5,2,0.23,10565
ADI5IHCXMWDOT,13,2,4,3,0.46,2635
ADI5IHCXMWDOT,13,3,4,4,0.69,2389
ADI5IHCXMWDOT,13,4,5,5,0.8,2526
ADI5IHCXMWDOT,18,1,1,4,0.37,10946
ADI5IHCXMWDOT,18,2,6,3,0.47,3512
ADI5IHCXMWDOT,21,1,4,2,0.42,4610
ADI5IHCXMWDOT,21,2,2,4,0.72,2461
ADI5IHCXMWDOT,8,1,2,3,0.48,8534
ADI5IHCXMWDOT,8,2,2,4,0.61,2528
ADI5IHCXMWDOT,15,1,3,2,0.3,18492
ADI5IHCXMWDOT,15,2,3,4,0.57,2289
ADI5IHCXMWDOT,15,3,5,2,0.84,2232
ADI5IHCXMWDOT,15,4,5,4,0.96,7799
ADI5IHCXMWDOT,23,1,5,4,0.29,8425
ADI5IHCXMWDOT,23,2,2,2,0.44,2816
ADI5IHCXMWDOT,2,1,1,2,0.46,60931
ADI5IHCXMWDOT,2,2,6,5,0.63,2677
ADI5IHCXMWDOT,12,1,5,1,0.43,7354
ADI5IHCXMWDOT,12,2,3,5,0.64,4254
ADI5IHCXMWDOT,17,1,2,3,0.29,8130
ADI5IHCXMWDOT,17,2,5,4,0.58,14199
ADI5IHCXMWDOT,20,1,1,1,0.32,3345
ADI5IHCXMWDOT,20,2,2,5,0.55,4002
ADI5IHCXMWDOT,20,3,3,6,0.71,2505
ADI5IHCXMWDOT,20,4,6,6,0.64,3559
ADI5IHCXMWDOT,29,1,4,3,0.18,6668
ADI5IHCXMWDOT,29,2,3,4,0.57,2392
ADI5IHCXMWDOT,29,3,2,5,0.66,2447
ADI5IHCXMWDOT,29,4,5,5,0.64,2382
ADI5IHCXMWDOT,1,1,1,3,0.29,5304
ADI5IHCXMWDOT,1,2,6,4,0.6,2512
ADI5IHCXMWDOT,11,1,5,2,0.49,3591
ADI5IHCXMWDOT,11,2,4,4,0.67,5528
ADI5IHCXMWDOT,11,3,5,1,1,13390
ADI5IHCXMWDOT,11,4,4,3,1,2289
ADI5IHCXMWDOT,16,1,3,2,0.56,22005
ADI5IHCXMWDOT,16,2,1,4,1,2704
A2WWYVKGZZXBOB,31,1,5,2,0.34,12410
A2WWYVKGZZXBOB,31,2,3,3,0.4,3583
A2WWYVKGZZXBOB,31,3,2,6,0.54,3985
A2WWYVKGZZXBOB,31,4,2,5,0.54,4491
A2WWYVKGZZXBOB,26,1,2,3,0.54,4015
A2WWYVKGZZXBOB,26,2,5,3,0.54,2438
A2WWYVKGZZXBOB,13,1,5,5,0.53,6852
A2WWYVKGZZXBOB,13,2,5,4,0.53,3270
A2WWYVKGZZXBOB,13,3,6,4,0.53,2321
A2WWYVKGZZXBOB,13,4,6,5,0.53,4463
A2WWYVKGZZXBOB,4,1,2,1,0.6,4643
A2WWYVKGZZXBOB,4,2,3,2,0.57,2341
A2WWYVKGZZXBOB,4,3,4,3,0.68,2768
A2WWYVKGZZXBOB,4,4,4,4,0.68,2437
A2WWYVKGZZXBOB,22,1,2,3,0.48,3198
A2WWYVKGZZXBOB,22,2,3,3,0.48,2525
A2WWYVKGZZXBOB,22,3,4,3,0.48,3346
A2WWYVKGZZXBOB,22,4,5,3,0.51,2272
A2WWYVKGZZXBOB,34,1,3,2,0.41,3053
A2WWYVKGZZXBOB,34,2,3,5,0.52,2378
A2WWYVKGZZXBOB,34,3,5,2,0.52,2301
A2WWYVKGZZXBOB,34,4,5,5,0.52,2239
A2WWYVKGZZXBOB,5,1,5,3,0.52,3185
A2WWYVKGZZXBOB,5,2,5,4,0.52,2367
A2WWYVKGZZXBOB,5,3,5,5,0.52,2347
A2WWYVKGZZXBOB,5,4,5,6,0.52,2187
A2WWYVKGZZXBOB,6,1,2,4,0.43,2663
A2WWYVKGZZXBOB,6,2,5,3,0.47,2265
A2WWYVKGZZXBOB,21,1,2,4,0.45,2573
A2WWYVKGZZXBOB,21,2,3,3,0.45,2363
A2WWYVKGZZXBOB,36,1,2,4,0.43,2850
A2WWYVKGZZXBOB,36,2,3,3,0.35,2202
A2WWYVKGZZXBOB,33,1,2,4,0.52,3368
A2WWYVKGZZXBOB,33,2,3,3,0.52,2406
A2WWYVKGZZXBOB,8,1,2,4,0.44,2341
A2WWYVKGZZXBOB,8,2,3,3,0.54,2717
A2WWYVKGZZXBOB,8,3,3,2,0.44,3386
A2WWYVKGZZXBOB,8,4,3,4,0.48,2543
A2WWYVKGZZXBOB,16,1,2,4,0.33,2711
A2WWYVKGZZXBOB,16,2,3,4,0.29,2208
A2WWYVKGZZXBOB,38,1,2,6,0.43,2917
A2WWYVKGZZXBOB,38,2,3,6,0.43,2326
A2WWYVKGZZXBOB,19,1,1,1,0.45,3049
A2WWYVKGZZXBOB,19,2,2,2,0.45,2748
A2WWYVKGZZXBOB,19,3,3,3,0.52,2255
A2WWYVKGZZXBOB,19,4,4,4,0.52,2285
A2WWYVKGZZXBOB,10,1,4,2,0.48,3138
A2WWYVKGZZXBOB,10,2,3,3,0.35,2812
A2WWYVKGZZXBOB,7,1,2,5,0.45,2430
A2WWYVKGZZXBOB,7,2,2,4,0.47,2678
A2WWYVKGZZXBOB,7,3,3,4,0.42,2327
A2WWYVKGZZXBOB,7,4,3,3,0.42,2288
A2WWYVKGZZXBOB,3,1,3,3,0.41,3066
A2WWYVKGZZXBOB,3,2,3,4,0.47,2313
A2WWYVKGZZXBOB,2,1,2,4,0.38,3521
A2WWYVKGZZXBOB,2,2,2,3,0.51,2278
A2WWYVKGZZXBOB,14,1,3,3,0.46,2666
A2WWYVKGZZXBOB,14,2,3,4,0.54,2232
A2WWYVKGZZXBOB,14,3,4,3,0.66,2224
A2WWYVKGZZXBOB,14,4,4,4,0.99,2407
A2WWYVKGZZXBOB,39,1,2,3,0.46,2697
A2WWYVKGZZXBOB,39,2,2,2,0.46,2425
A2WWYVKGZZXBOB,39,3,2,5,0.46,2326
A2WWYVKGZZXBOB,39,4,5,2,0.71,2413
A2WWYVKGZZXBOB,18,1,1,4,0.34,2549
A2WWYVKGZZXBOB,18,2,5,2,0.38,3921
A2WWYVKGZZXBOB,29,1,4,3,0.35,3498
A2WWYVKGZZXBOB,29,2,3,4,0.49,2327
A2WWYVKGZZXBOB,17,1,2,3,0.38,2624
A2WWYVKGZZXBOB,17,2,5,4,0.38,2303
A2WWYVKGZZXBOB,17,3,5,2,0.45,2866
A2WWYVKGZZXBOB,17,4,2,5,0.58,2221
A2WWYVKGZZXBOB,20,1,3,3,0.3,2530
A2WWYVKGZZXBOB,20,2,4,1,0.39,2177
A2WWYVKGZZXBOB,20,3,5,2,0.47,2552
A2WWYVKGZZXBOB,20,4,3,6,0.58,2120
A2WWYVKGZZXBOB,28,1,3,2,0.44,2566
A2WWYVKGZZXBOB,28,2,3,5,0.44,2203
A2WWYVKGZZXBOB,28,3,5,2,0.49,2172
A2WWYVKGZZXBOB,28,4,5,5,0.6,2278
A2WWYVKGZZXBOB,30,1,4,2,0.32,2440
A2WWYVKGZZXBOB,30,2,4,4,0.56,2334
A2WWYVKGZZXBOB,15,1,3,2,0.5,3297
A2WWYVKGZZXBOB,15,2,3,4,0.5,2354
A2WWYVKGZZXBOB,9,1,2,1,0.37,2862
A2WWYVKGZZXBOB,9,2,3,2,0.37,2403
A2WWYVKGZZXBOB,11,1,2,3,0.36,2477
A2WWYVKGZZXBOB,11,2,2,4,0.5,4945
A2WWYVKGZZXBOB,11,3,6,1,0.62,4949
A2WWYVKGZZXBOB,11,4,6,6,0.73,2227
A2WWYVKGZZXBOB,24,1,3,2,0.47,2491
A2WWYVKGZZXBOB,24,2,3,5,0.47,2377
A2WWYVKGZZXBOB,24,3,2,3,0.52,2858
A2WWYVKGZZXBOB,24,4,2,4,0.52,2309
A2WWYVKGZZXBOB,37,1,2,2,0.43,2625
A2WWYVKGZZXBOB,37,2,5,5,0.43,2278
A2WWYVKGZZXBOB,27,1,3,2,0.34,2748
A2WWYVKGZZXBOB,27,2,5,2,0.43,2058
A2WWYVKGZZXBOB,27,3,3,5,0.43,2220
A2WWYVKGZZXBOB,27,4,5,5,0.43,2281
A2WWYVKGZZXBOB,23,1,6,2,0.37,3406
A2WWYVKGZZXBOB,23,2,2,3,0.51,2529
A2WWYVKGZZXBOB,40,1,1,1,0.4,2856
A2WWYVKGZZXBOB,40,2,2,2,0.4,2430
A2WWYVKGZZXBOB,40,3,3,3,0.55,2247
A2WWYVKGZZXBOB,40,4,4,4,0.6,2159
A2WWYVKGZZXBOB,1,1,2,2,0.32,3191
A2WWYVKGZZXBOB,1,2,3,1,0.44,2337
A2WWYVKGZZXBOB,1,3,4,1,0.5,2329
A2WWYVKGZZXBOB,1,4,5,2,0.76,2358
A2WWYVKGZZXBOB,25,1,3,1,0.45,2750
A2WWYVKGZZXBOB,25,2,2,3,0.5,2283
A2WWYVKGZZXBOB,12,1,3,3,0.45,2655
A2WWYVKGZZXBOB,12,2,4,2,0.45,2289
A2WWYVKGZZXBOB,12,3,5,1,0.59,2225
A2WWYVKGZZXBOB,12,4,6,1,0.74,2313
A2WWYVKGZZXBOB,32,1,1,2,0.48,3032
A2WWYVKGZZXBOB,32,2,5,3,0.48,2318
A2WWYVKGZZXBOB,35,1,2,2,0.41,2635
A2WWYVKGZZXBOB,35,2,5,5,0.49,2353
A30MP4LXV4MIFD,1,1,3,1,0.3,9121
A30MP4LXV4MIFD,1,2,6,4,0.38,5695
A30MP4LXV4MIFD,1,3,4,6,0.48,6923
A30MP4LXV4MIFD,1,4,1,3,0.73,6056
A30MP4LXV4MIFD,29,1,4,2,0.25,43337
A30MP4LXV4MIFD,29,2,5,5,0.26,2254
A30MP4LXV4MIFD,29,3,4,4,0.47,20432
A30MP4LXV4MIFD,29,4,2,5,0.81,2355
A30MP4LXV4MIFD,12,1,4,2,0.16,32370
A30MP4LXV4MIFD,12,2,3,5,0.25,2270
A30MP4LXV4MIFD,16,1,4,2,0.18,11978
A30MP4LXV4MIFD,16,2,3,5,0.18,2336
A30MP4LXV4MIFD,16,3,6,4,0.31,7417
A30MP4LXV4MIFD,16,4,1,3,0.79,2283
A30MP4LXV4MIFD,40,1,6,6,0.2,6640
A30MP4LXV4MIFD,40,2,1,1,0.8,2313
A30MP4LXV4MIFD,20,1,1,1,0.08,9167
A30MP4LXV4MIFD,20,2,6,5,0.11,2396
A30MP4LXV4MIFD,2,1,6,2,0.08,3828
A30MP4LXV4MIFD,2,2,1,5,0.68,2304
A30MP4LXV4MIFD,8,1,3,2,0.08,8751
A30MP4LXV4MIFD,8,2,2,4,0.11,2337
A30MP4LXV4MIFD,36,1,1,1,0.04,3966
A30MP4LXV4MIFD,36,2,3,6,0.7,2185
A30MP4LXV4MIFD,36,3,3,1,0.73,2786
A30MP4LXV4MIFD,36,4,1,6,0.96,2416
A30MP4LXV4MIFD,13,1,4,3,0.04,11107
A30MP4LXV4MIFD,13,2,5,4,0.12,7440
A30MP4LXV4MIFD,31,1,2,1,0.04,5874
A30MP4LXV4MIFD,31,2,3,6,0.07,2171
A30MP4LXV4MIFD,17,1,5,4,0.04,11012
A30MP4LXV4MIFD,17,2,4,1,0.06,2484
A30MP4LXV4MIFD,37,1,2,2,0.05,8934
A30MP4LXV4MIFD,37,2,5,2,0.08,2211
A30MP4LXV4MIFD,37,3,5,5,0.13,2278
A30MP4LXV4MIFD,37,4,2,5,0.61,2615
A30MP4LXV4MIFD,32,1,5,3,0.1,6062
A30MP4LXV4MIFD,32,2,2,4,0.12,2433
A30MP4LXV4MIFD,18,1,4,1,0.07,3368
A30MP4LXV4MIFD,18,2,6,3,0.09,2158
A30MP4LXV4MIFD,18,3,1,4,0.14,2542
A30MP4LXV4MIFD,18,4,3,6,0.53,2617
A30MP4LXV4MIFD,6,1,3,1,0.07,6978
A30MP4LXV4MIFD,6,2,4,2,0.12,2276
A30MP4LXV4MIFD,26,1,2,3,0.11,4143
A30MP4LXV4MIFD,26,2,5,4,0.19,2763
A30MP4LXV4MIFD,21,1,4,2,0.28,3973
A30MP4LXV4MIFD,21,2,3,3,0.3,2658
A30MP4LXV4MIFD,21,3,2,4,0.34,2448
A30MP4LXV4MIFD,21,4,4,4,0.74,2211
A30MP4LXV4MIFD,27,1,5,1,0.05,9895
A30MP4LXV4MIFD,27,2,5,6,0.08,2366
A30MP4LXV4MIFD,27,3,3,2,0.1,2300
A30MP4LXV4MIFD,27,4,3,5,0.14,2344
A30MP4LXV4MIFD,34,1,2,1,0.1,10457
A30MP4LXV4MIFD,34,2,3,2,0.13,2208
A30MP4LXV4MIFD,33,1,5,3,0.13,2475
A30MP4LXV4MIFD,33,2,2,4,0.59,2329
A30MP4LXV4MIFD,33,3,2,3,0.68,2314
A30MP4LXV4MIFD,33,4,5,4,0.96,2245
A30MP4LXV4MIFD,25,1,2,3,0.1,6773
A30MP4LXV4MIFD,25,2,5,4,0.17,2326
A30MP4LXV4MIFD,3,1,3,3,0.17,2624
A30MP4LXV4MIFD,3,2,4,4,0.39,2163
A30MP4LXV4MIFD,3,3,4,3,0.44,2195
A30MP4LXV4MIFD,3,4,3,4,0.97,2243
A30MP4LXV4MIFD,24,1,6,4,0.1,5235
A30MP4LXV4MIFD,24,2,1,3,0.19,2270
A30MP4LXV4MIFD,24,3,4,2,0.24,2296
A30MP4LXV4MIFD,24,4,3,5,0.39,2308
A30MP4LXV4MIFD,7,1,2,3,0.13,2963
A30MP4LXV4MIFD,7,2,5,5,0.85,2315
A30MP4LXV4MIFD,14,1,3,3,0.13,2817
A30MP4LXV4MIFD,14,2,4,4,0.29,2190
A30MP4LXV4MIFD,14,3,4,3,0.67,2120
A30MP4LXV4MIFD,14,4,3,4,0.91,2233
A30MP4LXV4MIFD,39,1,6,2,0.13,3942
A30MP4LXV4MIFD,39,2,5,5,0.39,2208
A30MP4LXV4MIFD,39,3,1,2,0.48,3890
A30MP4LXV4MIFD,39,4,2,3,0.58,2498
A30MP4LXV4MIFD,11,1,5,1,0.12,3297
A30MP4LXV4MIFD,11,2,6,6,0.29,2254
A30MP4LXV4MIFD,4,1,2,1,0.08,3275
A30MP4LXV4MIFD,4,2,2,6,0.14,2307
A30MP4LXV4MIFD,4,3,4,3,0.21,2744
A30MP4LXV4MIFD,4,4,4,4,0.7,2246
A30MP4LXV4MIFD,30,1,2,5,0.34,3159
A30MP4LXV4MIFD,30,2,4,4,0.48,9567
A30MP4LXV4MIFD,30,3,4,2,0.55,2286
A30MP4LXV4MIFD,30,4,3,4,0.63,5784
A30MP4LXV4MIFD,9,1,2,2,0.09,3805
A30MP4LXV4MIFD,9,2,5,3,0.63,2379
A30MP4LXV4MIFD,23,1,2,3,0.04,4841
A30MP4LXV4MIFD,23,2,5,3,0.07,2350
A30MP4LXV4MIFD,23,3,5,4,0.19,2194
A30MP4LXV4MIFD,23,4,2,4,0.82,2397
A30MP4LXV4MIFD,35,1,2,2,0.21,2996
A30MP4LXV4MIFD,35,2,5,2,0.26,2243
A30MP4LXV4MIFD,35,3,5,5,0.34,2384
A30MP4LXV4MIFD,35,4,2,5,0.87,2416
A30MP4LXV4MIFD,28,1,4,2,0.3,4232
A30MP4LXV4MIFD,28,2,3,5,0.38,2703
A30MP4LXV4MIFD,22,1,2,3,0.31,2714
A30MP4LXV4MIFD,22,2,5,4,0.9,2350
A30MP4LXV4MIFD,19,1,1,1,0.07,9213
A30MP4LXV4MIFD,19,2,4,1,0.11,2168
A30MP4LXV4MIFD,19,3,1,4,0.17,2430
A30MP4LXV4MIFD,19,4,6,6,0.95,2551
A30MP4LXV4MIFD,15,1,3,2,0.14,2695
A30MP4LXV4MIFD,15,2,5,4,0.62,2559
A30MP4LXV4MIFD,15,3,3,4,0.66,2593
A30MP4LXV4MIFD,15,4,5,2,0.95,2668
A30MP4LXV4MIFD,38,1,4,1,0.16,4290
A30MP4LXV4MIFD,38,2,3,6,0.29,2713
A30MP4LXV4MIFD,38,3,1,4,0.53,2634
A30MP4LXV4MIFD,38,4,6,3,0.81,2363
A30MP4LXV4MIFD,10,1,6,4,0.07,6996
A30MP4LXV4MIFD,10,2,1,5,0.13,5002
A30MP4LXV4MIFD,5,1,5,1,0.23,2620
A30MP4LXV4MIFD,5,2,6,6,0.63,2217
A1143GKN5T807X,23,1,1,2,0.2,21954
A1143GKN5T807X,23,2,5,3,0.3,8771
A1143GKN5T807X,23,3,6,5,0.52,23528
A1143GKN5T807X,23,4,5,4,0.64,7018
A1143GKN5T807X,36,1,3,2,0.25,84345
A1143GKN5T807X,36,2,3,3,0.4,2652
A1143GKN5T807X,10,1,4,6,0.21,23783
A1143GKN5T807X,10,2,3,4,0.58,24288
A1143GKN5T807X,12,1,6,1,0.29,15749
A1143GKN5T807X,12,2,3,5,0.67,9903
A1143GKN5T807X,5,1,5,1,0.2,14367
A1143GKN5T807X,5,2,5,6,0.42,5283
A1143GKN5T807X,5,3,6,1,0.57,3581
A1143GKN5T807X,5,4,6,6,0.79,3761
A1143GKN5T807X,16,1,3,2,0.34,13594
A1143GKN5T807X,16,2,1,3,0.69,4397
A1143GKN5T807X,3,1,3,3,0.33,10493
A1143GKN5T807X,3,2,3,4,0.38,2888
A1143GKN5T807X,3,3,4,3,0.62,2970
A1143GKN5T807X,3,4,4,4,0.9,2720
A1143GKN5T807X,19,1,4,1,0.18,26163
A1143GKN5T807X,19,2,6,6,0.25,3442
A1143GKN5T807X,15,1,3,2,0.19,7310
A1143GKN5T807X,15,2,3,4,0.29,2758
A1143GKN5T807X,15,3,4,2,0.33,2600
A1143GKN5T807X,15,4,5,4,0.76,2895
A1143GKN5T807X,33,1,2,3,0.26,13207
A1143GKN5T807X,33,2,5,4,0.34,3498
A1143GKN5T807X,33,3,5,3,0.53,3205
A1143GKN5T807X,33,4,2,4,0.78,2801
A1143GKN5T807X,31,1,2,1,0.16,9139
A1143GKN5T807X,31,2,2,4,0.75,21660
A1143GKN5T807X,39,1,1,2,0.1,21310
A1143GKN5T807X,39,2,5,5,0.24,18420
A1143GKN5T807X,39,3,1,5,0.44,13151
A1143GKN5T807X,39,4,2,2,0.66,15591
A1143GKN5T807X,18,1,5,2,0.16,11356
A1143GKN5T807X,18,2,1,4,0.24,14349
A1143GKN5T807X,18,3,2,5,0.39,2994
A1143GKN5T807X,18,4,6,3,0.62,4341
A1143GKN5T807X,20,1,2,1,0.25,12505
A1143GKN5T807X,20,2,6,6,0.45,19586
A1143GKN5T807X,40,1,1,1,0.11,15631
A1143GKN5T807X,40,2,6,6,0.28,6882
A1143GKN5T807X,38,1,1,4,0.22,23534
A1143GKN5T807X,38,2,4,4,0.36,14367
A1143GKN5T807X,38,3,5,4,0.46,5573
A1143GKN5T807X,38,4,3,3,0.73,14117
A1143GKN5T807X,21,1,4,2,0.21,9587
A1143GKN5T807X,21,2,2,4,0.35,9788
A1143GKN5T807X,24,1,1,3,0.17,9016
A1143GKN5T807X,24,2,1,4,0.28,3140
A1143GKN5T807X,24,3,6,3,0.47,2845
A1143GKN5T807X,24,4,6,4,0.84,2667
A1143GKN5T807X,8,1,2,3,0.19,19750
A1143GKN5T807X,8,2,4,4,0.44,5477
A1143GKN5T807X,6,1,1,3,0.18,15228
