worker,problem,example,row,col,posterior
A1AF25FCVKC87X,23,4,6,5,1
A1AF25FCVKC87X,28,1,3,5,0.62
A1AF25FCVKC87X,28,2,5,2,0.62
A1AF25FCVKC87X,28,3,3,2,0.62
A1AF25FCVKC87X,28,4,5,5,0.64
A1AF25FCVKC87X,33,1,2,3,0.6
A1AF25FCVKC87X,33,2,3,4,0.67
A1AF25FCVKC87X,33,3,5,4,0.68
A1AF25FCVKC87X,33,4,4,3,0.68
A1AF25FCVKC87X,36,1,1,3,0.59
A1AF25FCVKC87X,36,2,3,4,1
A1AF25FCVKC87X,36,3,1,6,0.99
A1AF25FCVKC87X,36,4,3,1,1
A1AF25FCVKC87X,27,1,6,1,0.6
A1AF25FCVKC87X,27,2,3,2,0.66
A1AF25FCVKC87X,27,3,3,5,0.69
A1AF25FCVKC87X,27,4,6,6,0.74
A1AF25FCVKC87X,13,1,6,2,0.71
A1AF25FCVKC87X,13,2,6,5,1
A1AF25FCVKC87X,13,3,4,3,1
A1AF25FCVKC87X,13,4,4,4,0.99
A1AF25FCVKC87X,22,1,3,3,0.63
A1AF25FCVKC87X,22,2,5,4,0.7
A1AF25FCVKC87X,22,3,2,4,0.74
A1AF25FCVKC87X,22,4,5,3,0.74
A1AF25FCVKC87X,6,1,1,3,0.64
A1AF25FCVKC87X,6,2,5,3,0.64
A1AF25FCVKC87X,6,3,6,4,0.72
A1AF25FCVKC87X,6,4,1,4,0.74
A1AF25FCVKC87X,15,1,5,3,0.63
A1AF25FCVKC87X,15,2,3,3,0.73
A1AF25FCVKC87X,15,3,3,2,0.79
A1AF25FCVKC87X,15,4,4,4,0.82
A235DXY5FJN0IW,33,1,3,4,0.38
A235DXY5FJN0IW,33,2,4,4,0.58
A235DXY5FJN0IW,33,3,2,4,0.77
A235DXY5FJN0IW,33,4,2,3,0.85
A235DXY5FJN0IW,9,1,2,1,0.27
A235DXY5FJN0IW,9,2,5,3,0.33
A235DXY5FJN0IW,9,3,2,2,0.57
A235DXY5FJN0IW,9,4,5,1,0.73
A235DXY5FJN0IW,22,1,3,3,0.31
A235DXY5FJN0IW,22,2,2,4,0.59
A235DXY5FJN0IW,22,3,5,3,0.59
A235DXY5FJN0IW,22,4,5,4,0.7
A235DXY5FJN0IW,14,1,3,3,0.26
A235DXY5FJN0IW,14,2,3,4,0.26
A235DXY5FJN0IW,14,3,4,3,0.4
A235DXY5FJN0IW,14,4,4,4,0.62
A235DXY5FJN0IW,19,1,1,1,0.08
A235DXY5FJN0IW,19,2,1,4,0.31
A235DXY5FJN0IW,19,3,4,1,0.39
A235DXY5FJN0IW,19,4,5,5,0.63
A235DXY5FJN0IW,10,1,4,6,0.52
A235DXY5FJN0IW,10,2,5,5,0.63
A235DXY5FJN0IW,10,3,5,3,0.79
A235DXY5FJN0IW,10,4,4,4,0.89
A235DXY5FJN0IW,21,1,2,4,0.16
A235DXY5FJN0IW,21,2,4,2,0.31
A235DXY5FJN0IW,21,3,3,3,0.4
A235DXY5FJN0IW,21,4,4,4,0.69
A235DXY5FJN0IW,40,1,3,3,0.54
A235DXY5FJN0IW,40,2,4,4,0.67
A235DXY5FJN0IW,40,3,5,5,0.76
A235DXY5FJN0IW,40,4,2,2,0.89
A235DXY5FJN0IW,18,1,1,4,0.23
A235DXY5FJN0IW,18,2,3,6,0.38
A235DXY5FJN0IW,18,3,5,2,0.49
A235DXY5FJN0IW,18,4,4,1,0.61
A235DXY5FJN0IW,4,1,3,1,0.15
A235DXY5FJN0IW,4,2,3,5,0.61
A235DXY5FJN0IW,4,3,3,2,0.73
A235DXY5FJN0IW,4,4,4,3,0.73
A235DXY5FJN0IW,6,1,3,6,0.13
A235DXY5FJN0IW,6,2,3,2,0.31
A235DXY5FJN0IW,6,3,1,4,0.46
A235DXY5FJN0IW,6,4,5,4,0.7
A235DXY5FJN0IW,35,1,1,1,0.12
A235DXY5FJN0IW,35,2,5,1,0.36
A235DXY5FJN0IW,35,3,1,5,0.61
A235DXY5FJN0IW,35,4,5,5,0.7
A235DXY5FJN0IW,25,1,2,4,0.16
A235DXY5FJN0IW,25,2,3,6,0.37
A235DXY5FJN0IW,25,3,3,1,0.45
A235DXY5FJN0IW,25,4,5,4,0.66
A235DXY5FJN0IW,30,1,2,5,0.12
A235DXY5FJN0IW,30,2,5,4,0.28
A235DXY5FJN0IW,30,3,4,2,0.45
A235DXY5FJN0IW,30,4,2,4,0.76
A235DXY5FJN0IW,32,1,5,3,0.39
A235DXY5FJN0IW,32,2,1,2,0.48
A235DXY5FJN0IW,32,3,2,4,0.67
A235DXY5FJN0IW,32,4,1,5,0.81
A235DXY5FJN0IW,27,1,3,3,0.27
A235DXY5FJN0IW,27,2,3,2,0.39
A235DXY5FJN0IW,27,3,3,5,0.58
A235DXY5FJN0IW,27,4,5,6,0.66
A235DXY5FJN0IW,20,1,3,3,0.17
A235DXY5FJN0IW,20,2,3,2,0.53
A235DXY5FJN0IW,20,3,5,2,0.67
A235DXY5FJN0IW,20,4,4,1,0.8
A235DXY5FJN0IW,12,1,5,1,0.24
A235DXY5FJN0IW,12,2,3,3,0.46
A235DXY5FJN0IW,12,3,3,5,0.55
A235DXY5FJN0IW,12,4,5,5,0.71
A235DXY5FJN0IW,37,1,1,1,0.35
A235DXY5FJN0IW,37,2,1,6,0.63
A235DXY5FJN0IW,37,3,5,1,0.73
A235DXY5FJN0IW,37,4,5,6,0.84
A235DXY5FJN0IW,39,1,1,2,0.35
A235DXY5FJN0IW,39,2,1,5,0.55
A235DXY5FJN0IW,39,3,5,3,0.71
A235DXY5FJN0IW,39,4,5,5,0.88
ABW8U1U74P8MI,4,1,2,1,0.52
ABW8U1U74P8MI,4,2,4,3,0.66
ABW8U1U74P8MI,4,3,4,4,0.94
ABW8U1U74P8MI,4,4,2,6,1
ABW8U1U74P8MI,12,1,3,3,0.26
ABW8U1U74P8MI,12,2,4,2,0.57
ABW8U1U74P8MI,12,3,5,1,0.87
ABW8U1U74P8MI,12,4,3,4,0.99
ABW8U1U74P8MI,32,1,1,2,0.53
ABW8U1U74P8MI,32,2,2,3,0.69
ABW8U1U74P8MI,32,3,2,4,0.81
ABW8U1U74P8MI,32,4,1,5,0.86
ABW8U1U74P8MI,2,1,1,2,0.43
ABW8U1U74P8MI,2,2,1,5,0.72
ABW8U1U74P8MI,2,3,6,2,0.89
ABW8U1U74P8MI,2,4,6,5,1
ABW8U1U74P8MI,18,1,1,4,0.28
ABW8U1U74P8MI,18,2,3,6,0.33
ABW8U1U74P8MI,18,3,2,5,0.48
ABW8U1U74P8MI,18,4,4,1,0.54
ABW8U1U74P8MI,13,1,4,3,0.4
ABW8U1U74P8MI,13,2,4,4,0.49
ABW8U1U74P8MI,13,3,6,2,0.73
ABW8U1U74P8MI,13,4,6,5,0.94
ABW8U1U74P8MI,36,1,1,1,0.24
ABW8U1U74P8MI,36,2,1,6,0.44
ABW8U1U74P8MI,36,3,3,1,0.6
ABW8U1U74P8MI,36,4,3,6,0.87
ABW8U1U74P8MI,37,1,1,1,0.09
ABW8U1U74P8MI,37,2,2,5,0.37
ABW8U1U74P8MI,37,3,5,5,0.42
ABW8U1U74P8MI,37,4,5,2,0.54
ABW8U1U74P8MI,21,1,2,4,0.33
ABW8U1U74P8MI,21,2,3,3,0.36
ABW8U1U74P8MI,21,3,4,2,0.5
ABW8U1U74P8MI,21,4,4,4,0.79
ABW8U1U74P8MI,22,1,2,3,0.28
ABW8U1U74P8MI,22,2,3,3,0.33
ABW8U1U74P8MI,22,3,4,3,0.54
ABW8U1U74P8MI,22,4,5,3,0.68
ABW8U1U74P8MI,23,1,1,2,0.22
ABW8U1U74P8MI,23,2,6,2,0.34
ABW8U1U74P8MI,23,3,6,5,0.42
ABW8U1U74P8MI,23,4,1,5,0.63
ABW8U1U74P8MI,26,1,2,3,0.24
ABW8U1U74P8MI,26,2,4,2,0.41
ABW8U1U74P8MI,26,3,5,4,0.59
ABW8U1U74P8MI,26,4,3,5,0.75
ABW8U1U74P8MI,33,1,2,3,0.27
ABW8U1U74P8MI,33,2,5,3,0.41
ABW8U1U74P8MI,33,3,2,4,0.53
ABW8U1U74P8MI,33,4,4,3,0.75
ABW8U1U74P8MI,28,1,5,2,0.26
ABW8U1U74P8MI,28,2,3,2,0.48
ABW8U1U74P8MI,28,3,3,5,0.53
ABW8U1U74P8MI,28,4,5,5,0.62
ABW8U1U74P8MI,7,1,2,3,0.17
ABW8U1U74P8MI,7,2,5,3,0.49
ABW8U1U74P8MI,7,3,5,5,0.59
ABW8U1U74P8MI,7,4,2,5,0.74
ABW8U1U74P8MI,20,1,4,1,0.28
ABW8U1U74P8MI,20,2,5,2,0.39
ABW8U1U74P8MI,20,3,2,5,0.48
ABW8U1U74P8MI,20,4,3,6,0.6
ABW8U1U74P8MI,35,1,2,2,0.31
ABW8U1U74P8MI,35,2,5,2,0.53
ABW8U1U74P8MI,35,3,2,5,0.67
ABW8U1U74P8MI,35,4,5,5,0.82
ABW8U1U74P8MI,39,1,1,5,0.44
ABW8U1U74P8MI,39,2,2,5,0.65
ABW8U1U74P8MI,39,3,1,3,0.75
ABW8U1U74P8MI,39,4,2,3,0.95
ABW8U1U74P8MI,30,1,4,2,0.33
ABW8U1U74P8MI,30,2,5,2,0.5
ABW8U1U74P8MI,30,3,4,4,0.58
ABW8U1U74P8MI,30,4,5,4,0.87
ABW8U1U74P8MI,34,1,5,1,0.3
ABW8U1U74P8MI,34,2,5,2,0.39
ABW8U1U74P8MI,34,3,5,5,0.63
ABW8U1U74P8MI,34,4,5,6,0.9
A3NXT3OVGL7QNR,15,1,3,2,0.09
A3NXT3OVGL7QNR,15,2,5,4,0.29
A3NXT3OVGL7QNR,15,3,3,4,0.76
A3NXT3OVGL7QNR,15,4,5,2,1
A3NXT3OVGL7QNR,18,1,5,2,0.05
A3NXT3OVGL7QNR,18,2,1,4,0.12
A3NXT3OVGL7QNR,18,3,6,3,0.41
A3NXT3OVGL7QNR,18,4,2,5,0.49
A3NXT3OVGL7QNR,22,1,2,3,0.14
A3NXT3OVGL7QNR,22,2,5,4,0.27
A3NXT3OVGL7QNR,22,3,5,3,0.7
A3NXT3OVGL7QNR,22,4,2,4,0.95
A3NXT3OVGL7QNR,13,1,4,3,0.06
A3NXT3OVGL7QNR,13,2,5,2,0.25
A3NXT3OVGL7QNR,13,3,6,5,0.44
A3NXT3OVGL7QNR,13,4,4,4,0.86
A3NXT3OVGL7QNR,31,1,2,1,0.04
A3NXT3OVGL7QNR,31,2,5,6,0.09
A3NXT3OVGL7QNR,31,3,5,1,0.19
A3NXT3OVGL7QNR,31,4,3,5,0.32
A3NXT3OVGL7QNR,27,1,6,1,0.04
A3NXT3OVGL7QNR,27,2,3,2,0.14
A3NXT3OVGL7QNR,27,3,3,5,0.33
A3NXT3OVGL7QNR,27,4,6,6,0.56
A3NXT3OVGL7QNR,36,1,3,6,0.04
A3NXT3OVGL7QNR,36,2,1,1,0.18
A3NXT3OVGL7QNR,36,3,3,1,0.37
A3NXT3OVGL7QNR,36,4,1,6,0.81
A3NXT3OVGL7QNR,16,1,3,2,0.03
A3NXT3OVGL7QNR,16,2,4,5,0.11
A3NXT3OVGL7QNR,16,3,1,3,0.3
A3NXT3OVGL7QNR,16,4,6,4,0.61
A3NXT3OVGL7QNR,7,1,2,3,0.03
A3NXT3OVGL7QNR,7,2,2,5,0.19
A3NXT3OVGL7QNR,7,3,5,3,0.54
A3NXT3OVGL7QNR,7,4,5,5,0.9
A3NXT3OVGL7QNR,32,1,1,2,0.03
A3NXT3OVGL7QNR,32,2,6,5,0.07
A3NXT3OVGL7QNR,32,3,5,3,0.09
A3NXT3OVGL7QNR,32,4,2,4,0.28
A3NXT3OVGL7QNR,40,1,1,1,0.03
A3NXT3OVGL7QNR,40,2,6,6,0.28
A3NXT3OVGL7QNR,40,3,2,2,0.72
A3NXT3OVGL7QNR,40,4,5,5,1
A3NXT3OVGL7QNR,4,1,2,1,0.03
A3NXT3OVGL7QNR,4,2,3,2,0.12
A3NXT3OVGL7QNR,4,3,3,5,0.33
A3NXT3OVGL7QNR,4,4,2,6,0.74
A3NXT3OVGL7QNR,38,1,1,4,0.02
A3NXT3OVGL7QNR,38,2,1,6,0.04
A3NXT3OVGL7QNR,38,3,6,1,0.08
A3NXT3OVGL7QNR,38,4,6,3,0.24
A3NXT3OVGL7QNR,3,1,3,3,0.25
A3NXT3OVGL7QNR,3,2,3,4,0.51
A3NXT3OVGL7QNR,3,3,4,3,0.84
A3NXT3OVGL7QNR,3,4,4,4,1
A3NXT3OVGL7QNR,9,1,6,3,0.04
A3NXT3OVGL7QNR,9,2,5,3,0.15
A3NXT3OVGL7QNR,9,3,2,1,0.26
A3NXT3OVGL7QNR,9,4,2,2,0.69
A3NXT3OVGL7QNR,8,1,4,1,0.03
A3NXT3OVGL7QNR,8,2,3,1,0.05
A3NXT3OVGL7QNR,8,3,2,3,0.12
A3NXT3OVGL7QNR,8,4,6,4,0.52
A3NXT3OVGL7QNR,6,1,1,3,0.01
A3NXT3OVGL7QNR,6,2,6,4,0.06
A3NXT3OVGL7QNR,6,3,4,1,0.11
A3NXT3OVGL7QNR,6,4,3,6,0.18
A3NXT3OVGL7QNR,17,1,1,4,0.02
A3NXT3OVGL7QNR,17,2,6,3,0.03
A3NXT3OVGL7QNR,17,3,4,1,0.05
A3NXT3OVGL7QNR,17,4,3,6,0.11
A3NXT3OVGL7QNR,35,1,1,1,0.01
A3NXT3OVGL7QNR,35,2,6,6,0.06
A3NXT3OVGL7QNR,35,3,5,2,0.15
A3NXT3OVGL7QNR,35,4,2,5,0.43
A3NXT3OVGL7QNR,2,1,1,2,0.04
A3NXT3OVGL7QNR,2,2,6,5,0.27
A3NXT3OVGL7QNR,2,3,1,5,0.66
A3NXT3OVGL7QNR,2,4,6,2,0.94
A19M1TGTL9HKHB,16,1,3,5,0.15
A19M1TGTL9HKHB,16,2,2,4,0.42
A19M1TGTL9HKHB,16,3,3,2,0.47
A19M1TGTL9HKHB,16,4,2,3,0.71
A19M1TGTL9HKHB,21,1,4,4,0.07
A19M1TGTL9HKHB,21,2,2,4,0.13
A19M1TGTL9HKHB,21,3,4,2,0.41
A19M1TGTL9HKHB,21,4,3,3,0.61
A19M1TGTL9HKHB,34,1,3,5,0.08
A19M1TGTL9HKHB,34,2,3,2,0.22
A19M1TGTL9HKHB,34,3,5,5,0.27
A19M1TGTL9HKHB,34,4,5,2,0.32
A19M1TGTL9HKHB,39,1,2,5,0.05
A19M1TGTL9HKHB,39,2,2,3,0.2
A19M1TGTL9HKHB,39,3,2,2,0.54
A19M1TGTL9HKHB,39,4,5,5,0.7
A19M1TGTL9HKHB,11,1,2,4,0.16
A19M1TGTL9HKHB,11,2,2,3,0.23
A19M1TGTL9HKHB,11,3,5,6,0.31
A19M1TGTL9HKHB,11,4,5,2,0.61
A19M1TGTL9HKHB,26,1,3,5,0.08
A19M1TGTL9HKHB,26,2,2,4,0.23
A19M1TGTL9HKHB,26,3,5,3,0.34
A19M1TGTL9HKHB,26,4,3,2,0.43
A19M1TGTL9HKHB,37,1,5,5,0.07
A19M1TGTL9HKHB,37,2,2,2,0.24
A19M1TGTL9HKHB,37,3,5,2,0.38
A19M1TGTL9HKHB,37,4,2,5,0.51
A19M1TGTL9HKHB,4,1,6,5,0.04
A19M1TGTL9HKHB,4,2,2,6,0.15
A19M1TGTL9HKHB,4,3,2,1,0.22
A19M1TGTL9HKHB,4,4,3,2,0.35
A19M1TGTL9HKHB,14,1,3,4,0.11
A19M1TGTL9HKHB,14,2,4,3,0.19
A19M1TGTL9HKHB,14,3,3,3,0.54
A19M1TGTL9HKHB,14,4,4,4,0.76
A19M1TGTL9HKHB,17,1,4,1,0.08
A19M1TGTL9HKHB,17,2,5,2,0.16
A19M1TGTL9HKHB,17,3,2,3,0.27
A19M1TGTL9HKHB,17,4,3,6,0.38
A19M1TGTL9HKHB,30,1,4,2,0.15
A19M1TGTL9HKHB,30,2,5,2,0.21
A19M1TGTL9HKHB,30,3,5,4,0.31
A19M1TGTL9HKHB,30,4,3,4,0.39
A19M1TGTL9HKHB,13,1,4,3,0.11
A19M1TGTL9HKHB,13,2,4,4,0.16
A19M1TGTL9HKHB,13,3,5,2,0.24
A19M1TGTL9HKHB,13,4,5,5,0.5
A19M1TGTL9HKHB,33,1,3,3,0.07
A19M1TGTL9HKHB,33,2,5,4,0.18
A19M1TGTL9HKHB,33,3,2,4,0.48
A19M1TGTL9HKHB,33,4,5,3,0.54
A19M1TGTL9HKHB,18,1,1,4,0.06
A19M1TGTL9HKHB,18,2,3,6,0.09
A19M1TGTL9HKHB,18,3,2,5,0.35
A19M1TGTL9HKHB,18,4,5,2,0.55
A19M1TGTL9HKHB,3,1,3,4,0.05
A19M1TGTL9HKHB,3,2,4,4,0.14
A19M1TGTL9HKHB,3,3,3,3,0.24
A19M1TGTL9HKHB,3,4,4,3,0.46
A19M1TGTL9HKHB,36,1,3,6,0.1
A19M1TGTL9HKHB,36,2,3,1,0.29
A19M1TGTL9HKHB,36,3,1,6,0.35
A19M1TGTL9HKHB,36,4,1,1,0.58
A19M1TGTL9HKHB,28,1,5,5,0.25
A19M1TGTL9HKHB,28,2,5,2,0.31
A19M1TGTL9HKHB,28,3,3,5,0.38
A19M1TGTL9HKHB,28,4,3,3,0.62
A19M1TGTL9HKHB,15,1,3,4,0.05
A19M1TGTL9HKHB,15,2,5,4,0.23
A19M1TGTL9HKHB,15,3,3,2,0.45
A19M1TGTL9HKHB,15,4,5,2,0.59
A19M1TGTL9HKHB,10,1,1,5,0.07
A19M1TGTL9HKHB,10,2,3,6,0.24
A19M1TGTL9HKHB,10,3,2,2,0.32
A19M1TGTL9HKHB,10,4,3,3,0.44
A19M1TGTL9HKHB,25,1,2,4,0.13
A19M1TGTL9HKHB,25,2,4,6,0.16
A19M1TGTL9HKHB,25,3,3,1,0.25
A19M1TGTL9HKHB,25,4,5,3,0.44
AFK9ALQK5GPNG,37,1,2,2,0.09
AFK9ALQK5GPNG,37,2,5,2,0.19
AFK9ALQK5GPNG,37,3,6,6,0.29
AFK9ALQK5GPNG,37,4,1,1,0.51
AFK9ALQK5GPNG,27,1,3,2,0.1
AFK9ALQK5GPNG,27,2,6,6,0.2
AFK9ALQK5GPNG,27,3,5,5,0.38
AFK9ALQK5GPNG,27,4,3,5,0.55
AFK9ALQK5GPNG,31,1,2,2,0.26
AFK9ALQK5GPNG,31,2,2,4,0.77
AFK9ALQK5GPNG,31,3,5,2,0.89
AFK9ALQK5GPNG,31,4,5,4,0.98
AFK9ALQK5GPNG,23,1,6,2,0.05
AFK9ALQK5GPNG,23,2,5,4,0.3
AFK9ALQK5GPNG,23,3,2,3,0.84
AFK9ALQK5GPNG,23,4,2,4,0.97
AFK9ALQK5GPNG,3,1,4,4,0.11
AFK9ALQK5GPNG,3,2,3,4,0.26
AFK9ALQK5GPNG,3,3,3,3,0.36
AFK9ALQK5GPNG,3,4,4,3,0.53
AFK9ALQK5GPNG,24,1,1,4,0.22
AFK9ALQK5GPNG,24,2,6,3,0.52
AFK9ALQK5GPNG,24,3,6,4,0.8
AFK9ALQK5GPNG,24,4,1,3,0.99
AFK9ALQK5GPNG,6,1,1,3,0.35
AFK9ALQK5GPNG,6,2,6,4,0.51
AFK9ALQK5GPNG,6,3,1,4,0.64
AFK9ALQK5GPNG,6,4,6,3,0.74
AFK9ALQK5GPNG,29,1,4,3,0.14
AFK9ALQK5GPNG,29,2,2,4,0.45
AFK9ALQK5GPNG,29,3,4,2,0.71
AFK9ALQK5GPNG,29,4,5,2,1
AFK9ALQK5GPNG,35,1,6,6,0.31
AFK9ALQK5GPNG,35,2,6,1,0.76
AFK9ALQK5GPNG,35,3,1,6,0.66
AFK9ALQK5GPNG,35,4,6,2,0.97
AFK9ALQK5GPNG,39,1,1,5,0.33
AFK9ALQK5GPNG,39,2,1,2,0.64
AFK9ALQK5GPNG,39,3,5,5,0.99
AFK9ALQK5GPNG,39,4,6,5,0.99
AFK9ALQK5GPNG,19,1,1,1,0.3
AFK9ALQK5GPNG,19,2,1,4,0.66
AFK9ALQK5GPNG,19,3,6,6,0.66
AFK9ALQK5GPNG,19,4,3,3,0.66
AFK9ALQK5GPNG,38,1,5,3,0.53
AFK9ALQK5GPNG,38,2,2,3,0.91
AFK9ALQK5GPNG,38,3,6,3,0.98
AFK9ALQK5GPNG,38,4,3,3,0.98
AFK9ALQK5GPNG,18,1,2,5,0.17
AFK9ALQK5GPNG,18,2,6,3,0.31
AFK9ALQK5GPNG,18,3,1,4,0.46
AFK9ALQK5GPNG,18,4,4,1,0.46
AFK9ALQK5GPNG,9,1,6,1,0.13
AFK9ALQK5GPNG,9,2,6,2,0.23
AFK9ALQK5GPNG,9,3,4,2,0.23
AFK9ALQK5GPNG,9,4,2,2,0.23
AFK9ALQK5GPNG,8,1,2,4,0.34
AFK9ALQK5GPNG,8,2,3,4,0.98
AFK9ALQK5GPNG,8,3,2,3,0.98
AFK9ALQK5GPNG,8,4,3,3,0.98
AFK9ALQK5GPNG,11,1,4,3,0.26
AFK9ALQK5GPNG,11,2,2,3,0.55
AFK9ALQK5GPNG,11,3,5,1,0.98
AFK9ALQK5GPNG,11,4,5,6,0.98
AFK9ALQK5GPNG,32,1,1,2,0.27
AFK9ALQK5GPNG,32,2,2,3,0.53
AFK9ALQK5GPNG,32,3,5,3,0.53
AFK9ALQK5GPNG,32,4,6,2,0.53
AFK9ALQK5GPNG,40,1,1,1,0.24
AFK9ALQK5GPNG,40,2,6,6,0.56
AFK9ALQK5GPNG,40,3,3,3,0.59
AFK9ALQK5GPNG,40,4,4,4,0.59
AFK9ALQK5GPNG,1,1,1,3,0.54
AFK9ALQK5GPNG,1,2,6,3,1
AFK9ALQK5GPNG,1,3,6,4,1
AFK9ALQK5GPNG,1,4,1,4,1
AFK9ALQK5GPNG,28,1,5,2,0.31
AFK9ALQK5GPNG,28,2,3,5,0.37
AFK9ALQK5GPNG,28,3,3,2,0.4
AFK9ALQK5GPNG,28,4,5,5,0.4
A1YZ0ETOCJO1B2,15,1,5,2,0.36
A1YZ0ETOCJO1B2,15,2,3,4,0.57
A1YZ0ETOCJO1B2,15,3,5,4,0.75
A1YZ0ETOCJO1B2,15,4,3,2,1
A1YZ0ETOCJO1B2,28,1,3,2,0.04
A1YZ0ETOCJO1B2,28,2,3,5,0.09
A1YZ0ETOCJO1B2,28,3,3,3,0.2
A1YZ0ETOCJO1B2,28,4,5,2,0.51
A1YZ0ETOCJO1B2,33,1,2,3,0.04
A1YZ0ETOCJO1B2,33,2,2,4,0.36
A1YZ0ETOCJO1B2,33,3,5,3,0.7
A1YZ0ETOCJO1B2,33,4,5,4,1
A1YZ0ETOCJO1B2,35,1,1,1,0
A1YZ0ETOCJO1B2,35,2,6,1,0.04
A1YZ0ETOCJO1B2,35,3,1,6,0.14
A1YZ0ETOCJO1B2,35,4,5,5,0.55
A1YZ0ETOCJO1B2,5,1,5,1,0.04
A1YZ0ETOCJO1B2,5,2,5,6,0.1
A1YZ0ETOCJO1B2,5,3,6,6,0.42
A1YZ0ETOCJO1B2,5,4,6,1,0.57
A1YZ0ETOCJO1B2,14,1,3,3,0.28
A1YZ0ETOCJO1B2,14,2,4,4,0.69
A1YZ0ETOCJO1B2,14,3,3,4,0.97
A1YZ0ETOCJO1B2,14,4,4,3,1
A1YZ0ETOCJO1B2,6,1,2,3,0.01
A1YZ0ETOCJO1B2,6,2,6,3,0.08
A1YZ0ETOCJO1B2,6,3,4,5,0.28
A1YZ0ETOCJO1B2,6,4,3,1,0.6
A1YZ0ETOCJO1B2,25,1,2,4,0
A1YZ0ETOCJO1B2,25,2,2,3,0.09
A1YZ0ETOCJO1B2,25,3,3,3,0.18
A1YZ0ETOCJO1B2,25,4,3,1,0.36
A1YZ0ETOCJO1B2,2,1,1,2,0.2
A1YZ0ETOCJO1B2,2,2,1,3,0.37
A1YZ0ETOCJO1B2,2,3,6,5,0.53
A1YZ0ETOCJO1B2,2,4,6,4,0.69
A1YZ0ETOCJO1B2,19,1,1,4,0
A1YZ0ETOCJO1B2,19,2,1,1,0.09
A1YZ0ETOCJO1B2,19,3,4,1,0.15
A1YZ0ETOCJO1B2,19,4,5,5,0.38
A1YZ0ETOCJO1B2,23,1,1,2,0
A1YZ0ETOCJO1B2,23,2,1,5,0
A1YZ0ETOCJO1B2,23,3,2,3,0.06
A1YZ0ETOCJO1B2,23,4,5,4,0.11
A1YZ0ETOCJO1B2,24,1,4,2,0
A1YZ0ETOCJO1B2,24,2,2,3,0.03
A1YZ0ETOCJO1B2,24,3,3,2,0.09
A1YZ0ETOCJO1B2,24,4,1,4,0.13
A1YZ0ETOCJO1B2,20,1,1,1,0.03
A1YZ0ETOCJO1B2,20,2,2,1,0.04
A1YZ0ETOCJO1B2,20,3,2,5,0.07
A1YZ0ETOCJO1B2,20,4,3,6,0.36
A1YZ0ETOCJO1B2,40,1,1,1,0.04
A1YZ0ETOCJO1B2,40,2,6,6,0.45
A1YZ0ETOCJO1B2,40,3,4,4,0.75
A1YZ0ETOCJO1B2,40,4,3,3,0.93
A1YZ0ETOCJO1B2,21,1,4,4,0
A1YZ0ETOCJO1B2,21,2,3,3,0.03
A1YZ0ETOCJO1B2,21,3,2,4,0.1
A1YZ0ETOCJO1B2,21,4,4,2,0.4
A1YZ0ETOCJO1B2,1,1,1,3,0
A1YZ0ETOCJO1B2,1,2,2,2,0.03
A1YZ0ETOCJO1B2,1,3,3,1,0.07
A1YZ0ETOCJO1B2,1,4,4,1,0.28
A1YZ0ETOCJO1B2,7,1,2,3,0
A1YZ0ETOCJO1B2,7,2,2,5,0.4
A1YZ0ETOCJO1B2,7,3,5,5,0.64
A1YZ0ETOCJO1B2,7,4,5,3,0.85
A1YZ0ETOCJO1B2,3,1,3,3,0.4
A1YZ0ETOCJO1B2,3,2,4,4,0.84
A1YZ0ETOCJO1B2,3,3,3,4,0.93
A1YZ0ETOCJO1B2,3,4,4,3,1
A1YZ0ETOCJO1B2,39,1,1,5,0
A1YZ0ETOCJO1B2,39,2,2,5,0
A1YZ0ETOCJO1B2,39,3,2,3,0.08
A1YZ0ETOCJO1B2,39,4,5,5,0.15
A1YZ0ETOCJO1B2,27,1,6,1,0
A1YZ0ETOCJO1B2,27,2,5,1,0.02
A1YZ0ETOCJO1B2,27,3,5,2,0.06
A1YZ0ETOCJO1B2,27,4,3,2,0.16
A3VT0RKPR2NIJC,23,1,5,3,0.46
A3VT0RKPR2NIJC,23,2,5,4,0.46
A3VT0RKPR2NIJC,23,3,2,5,0.64
A3VT0RKPR2NIJC,23,4,2,2,0.87
A3VT0RKPR2NIJC,30,1,3,4,0.42
A3VT0RKPR2NIJC,30,2,4,2,0.61
A3VT0RKPR2NIJC,30,3,5,2,0.61
A3VT0RKPR2NIJC,30,4,5,4,0.73
A3VT0RKPR2NIJC,28,1,5,2,0.44
A3VT0RKPR2NIJC,28,2,3,3,0.44
A3VT0RKPR2NIJC,28,3,3,4,0.6
A3VT0RKPR2NIJC,28,4,5,5,0.63
A3VT0RKPR2NIJC,6,1,3,6,0.39
A3VT0RKPR2NIJC,6,2,3,5,0.39
A3VT0RKPR2NIJC,6,3,6,3,0.39
A3VT0RKPR2NIJC,6,4,5,3,0.86
A3VT0RKPR2NIJC,20,1,2,1,0.41
A3VT0RKPR2NIJC,20,2,2,5,0.46
A3VT0RKPR2NIJC,20,3,1,1,0.65
A3VT0RKPR2NIJC,20,4,5,2,0.88
A3VT0RKPR2NIJC,37,1,2,2,0.48
A3VT0RKPR2NIJC,37,2,2,5,0.48
A3VT0RKPR2NIJC,37,3,5,5,0.5
A3VT0RKPR2NIJC,37,4,5,2,0.5
